Year,Startup,Sector,City,Investment_Type,Funding_Amount_MillionUSD,Funding_Amount_USD
2018,Startup_142,CleanTech,Mumbai,Series D,550.56,550560000.0
2018,Startup_143,FinTech,Gurgaon,Angel,722.65,722650000.0
2018,Startup_144,CleanTech,Bengaluru,Angel,485.79,485790000.0
2018,Startup_145,SaaS,Bengaluru,Series F,20.83,20830000.0
2018,Startup_146,AI,Hyderabad,Series E,433.71,433710000.0
2018,Startup_147,FoodTech,Kolkata,Series A,324.4,324400000.0
2018,Startup_148,AgriTech,Hyderabad,Pre-Seed,541.14,541140000.0
2018,Startup_149,Gaming,Kolkata,Series C,509.65,509650000.0
2018,Startup_150,AI,Hyderabad,Series E,520.66,520659999.99999994
2018,Startup_151,FoodTech,Pune,Series A,693.25,693250000.0
2018,Startup_152,FoodTech,Delhi,Pre-Seed,549.55,549550000.0
2018,Startup_153,SpaceTech,Bengaluru,Pre-Seed,360.16,360160000.0
2018,Startup_154,FinTech,Mumbai,Seed,317.1,317100000.0
2018,Startup_155,E-commerce,Noida,Seed,240.91,240910000.0
2018,Startup_156,CleanTech,Mumbai,Seed,208.71,208710000.0
2018,Startup_157,E-commerce,Hyderabad,Series A,447.44,447440000.0
2018,Startup_158,SpaceTech,Mumbai,Series C,172.26,172260000.0
2018,Startup_159,AI,Kolkata,Angel,459.8,459800000.0
2018,Startup_160,SaaS,Pune,Private Equity,718.98,718980000.0
2018,Startup_161,CleanTech,Bengaluru,Series C,315.98,315980000.0
2018,Startup_162,FoodTech,Chennai,Pre-Seed,97.02,97020000.0
2018,Startup_163,FinTech,Chennai,Series C,137.31,137310000.0
2018,Startup_164,AgriTech,Delhi,Series B,242.74,242740000.0
2018,Startup_165,FoodTech,Gurgaon,Series E,138.08,138080000.0
2018,Startup_166,SpaceTech,Hyderabad,Seed,217.53,217530000.0
2018,Startup_167,FinTech,Gurgaon,Pre-Seed,456.16,456160000.0
2018,Startup_168,FoodTech,Kolkata,Series E,317.94,317940000.0
2018,Startup_169,AgriTech,Chennai,Series A,347.07,347070000.0
2018,Startup_170,FinTech,Gurgaon,Seed,268.43,268430000.0
2018,Startup_171,Mobility,Pune,Series D,623.71,623710000.0
2018,Startup_172,HealthTech,Noida,Series F,725.68,725680000.0
2018,Startup_173,Mobility,Kolkata,Series F,690.74,690740000.0
2018,Startup_174,EdTech,Noida,Angel,57.52,57520000.0
2018,Startup_175,FoodTech,Kolkata,Series D,143.29,143290000.0
2018,Startup_176,AI,Mumbai,Private Equity,135.09,135090000.0
2018,Startup_177,Mobility,Kolkata,Series D,430.45,430450000.0
2018,Startup_178,EdTech,Noida,Series B,437.73,437730000.0
2018,Startup_179,SpaceTech,Bengaluru,Series D,723.48,723480000.0
2018,Startup_180,SpaceTech,Delhi,Seed,234.3,234300000.0
2018,Startup_181,CleanTech,Kolkata,Series B,103.51,103510000.0
2018,Startup_182,Mobility,Gurgaon,Series B,468.18,468180000.0
2018,Startup_183,FinTech,Mumbai,Private Equity,698.43,698430000.0
2018,Startup_184,CleanTech,Delhi,Series B,695.34,695340000.0
2018,Startup_185,HealthTech,Noida,Series B,350.28,350280000.0
2018,Startup_186,FoodTech,Hyderabad,Series B,470.47,470470000.0
2018,Startup_187,FinTech,Gurgaon,Series F,586.12,586120000.0
2018,Startup_188,FoodTech,Kolkata,Series C,301.91,301910000.0
2018,Startup_189,CleanTech,Noida,Series B,491.75,491750000.0
2018,Startup_190,Gaming,Kolkata,Series A,737.55,737550000.0
2018,Startup_191,Mobility,Noida,Series C,444.01,444010000.0
2018,Startup_192,SaaS,Pune,Seed,669.66,669660000.0
2018,Startup_193,Mobility,Delhi,Private Equity,748.04,748040000.0
2018,Startup_194,AI,Delhi,Pre-Seed,643.4,643400000.0
2018,Startup_195,AgriTech,Noida,Pre-Seed,309.97,309970000.0
2018,Startup_196,Gaming,Gurgaon,Series D,595.24,595240000.0
2018,Startup_197,FoodTech,Noida,Private Equity,268.59,268590000.0
2018,Startup_198,SaaS,Chennai,Private Equity,776.2,776200000.0
2018,Startup_199,AgriTech,Chennai,Pre-Seed,470.79,470790000.0
2018,Startup_200,AgriTech,Bengaluru,Series B,166.23,166230000.0
2018,Startup_201,EdTech,Noida,Seed,293.46,293460000.0
2018,Startup_202,AgriTech,Kolkata,Series A,205.81,205810000.0
2018,Startup_203,FoodTech,Mumbai,Pre-Seed,35.63,35630000.0
2018,Startup_204,FinTech,Bengaluru,Series A,474.13,474130000.0
2018,Startup_205,CleanTech,Noida,Pre-Seed,638.06,638060000.0
2018,Startup_206,EdTech,Gurgaon,Angel,186.95,186950000.0
2018,Startup_207,AgriTech,Hyderabad,Angel,247.34,247340000.0
2018,Startup_208,SpaceTech,Gurgaon,Private Equity,444.02,444020000.0
2018,Startup_209,FinTech,Hyderabad,Private Equity,159.99,159990000.0
2018,Startup_210,CleanTech,Hyderabad,Series D,764.48,764480000.0
2018,Startup_211,HealthTech,Bengaluru,Private Equity,95.3,95300000.0
2018,Startup_212,E-commerce,Kolkata,Series F,733.68,733680000.0
2018,Startup_213,Mobility,Chennai,Private Equity,354.75,354750000.0
2018,Startup_214,E-commerce,Chennai,Series C,247.67,247670000.0
2018,Startup_215,FoodTech,Chennai,Series F,157.97,157970000.0
2018,Startup_216,E-commerce,Kolkata,Series A,236.31,236310000.0
2018,Startup_217,SaaS,Kolkata,Private Equity,568.08,568080000.0
2018,Startup_218,AI,Delhi,Series F,29.09,29090000.0
2018,Startup_219,E-commerce,Bengaluru,Series C,392.43,392430000.0
2018,Startup_220,SpaceTech,Mumbai,Series B,57.67,57670000.0
2019,Startup_1,EdTech,Bengaluru,Series F,137.44,137440000.0
2019,Startup_2,Mobility,Mumbai,Series B,709.42,709420000.0
2019,Startup_3,AI,Pune,Pre-Seed,150.91,150910000.0
2019,Startup_4,FinTech,Pune,Series C,197.19,197190000.0
2019,Startup_5,FinTech,Hyderabad,Series C,464.74,464740000.0
2019,Startup_6,CleanTech,Bengaluru,Series D,701.79,701790000.0
2019,Startup_7,Gaming,Hyderabad,Pre-Seed,147.04,147040000.0
2019,Startup_8,E-commerce,Mumbai,Series D,471.04,471040000.0
2019,Startup_9,FinTech,Bengaluru,Series B,627.15,627150000.0
2019,Startup_10,Gaming,Delhi,Series B,81.36,81360000.0
2019,Startup_11,SaaS,Gurgaon,Series C,372.96,372960000.0
2019,Startup_12,Mobility,Chennai,Series F,44.58,44580000.0
2019,Startup_13,CleanTech,Mumbai,Seed,656.32,656320000.0
2019,Startup_14,Gaming,Mumbai,Series A,716.2,716200000.0
2019,Startup_15,HealthTech,Delhi,Series C,122.13,122130000.0
2019,Startup_16,AI,Chennai,Private Equity,696.35,696350000.0
2019,Startup_17,HealthTech,Kolkata,Series B,481.0,481000000.0
2019,Startup_18,FinTech,Mumbai,Series A,196.43,196430000.0
2019,Startup_19,AgriTech,Delhi,Angel,184.65,184650000.0
2019,Startup_20,Gaming,Noida,Series A,638.18,638180000.0
2019,Startup_21,AI,Noida,Series F,497.68,497680000.0
2019,Startup_22,E-commerce,Noida,Series F,263.55,263550000.0
2019,Startup_23,AI,Noida,Angel,373.58,373580000.0
2019,Startup_24,SpaceTech,Bengaluru,Series E,257.21,257209999.99999997
2019,Startup_25,CleanTech,Kolkata,Series E,162.38,162380000.0
2019,Startup_26,SaaS,Noida,Private Equity,790.55,790550000.0
2019,Startup_27,Mobility,Pune,Private Equity,422.99,422990000.0
2019,Startup_28,SaaS,Bengaluru,Series F,749.93,749930000.0
2019,Startup_29,AI,Delhi,Seed,351.8,351800000.0
2019,Startup_30,HealthTech,Gurgaon,Series D,433.23,433230000.0
2019,Startup_31,HealthTech,Bengaluru,Series D,289.75,289750000.0
2019,Startup_32,HealthTech,Kolkata,Angel,133.84,133840000.0
2019,Startup_33,FinTech,Gurgaon,Series D,359.45,359450000.0
2019,Startup_34,Gaming,Pune,Series A,345.19,345190000.0
2019,Startup_35,AI,Noida,Series C,15.95,15950000.0
2019,Startup_36,HealthTech,Chennai,Private Equity,388.11,388110000.0
2019,Startup_37,SaaS,Chennai,Series A,651.78,651780000.0
2019,Startup_38,HealthTech,Pune,Private Equity,621.31,621310000.0
2019,Startup_39,SaaS,Mumbai,Series D,589.76,589760000.0
2019,Startup_40,HealthTech,Chennai,Pre-Seed,617.58,617580000.0
2019,Startup_41,FinTech,Kolkata,Series C,787.97,787970000.0
2019,Startup_42,SaaS,Hyderabad,Series A,491.96,491960000.0
2019,Startup_43,AgriTech,Chennai,Angel,504.67,504670000.0
2019,Startup_44,HealthTech,Chennai,Private Equity,613.4,613400000.0
2019,Startup_45,HealthTech,Chennai,Series E,616.92,616920000.0
2019,Startup_46,CleanTech,Pune,Series F,571.98,571980000.0
2019,Startup_47,E-commerce,Mumbai,Seed,677.77,677770000.0
2019,Startup_48,SpaceTech,Gurgaon,Seed,125.28,125280000.0
2019,Startup_49,Mobility,Hyderabad,Series B,586.53,586530000.0
2019,Startup_50,Mobility,Chennai,Series E,133.05,133050000.00000001
2019,Startup_51,Mobility,Bengaluru,Series C,353.19,353190000.0
2019,Startup_52,AI,Pune,Series D,165.54,165540000.0
2019,Startup_53,AI,Delhi,Private Equity,34.05,34050000.0
2019,Startup_54,CleanTech,Noida,Pre-Seed,251.09,251090000.0
2019,Startup_55,FinTech,Gurgaon,Series F,295.63,295630000.0
2019,Startup_56,EdTech,Gurgaon,Series F,775.28,775280000.0
2019,Startup_57,Mobility,Pune,Pre-Seed,525.26,525260000.0
2019,Startup_58,SpaceTech,Chennai,Series F,689.26,689260000.0
2019,Startup_59,SaaS,Hyderabad,Private Equity,237.55,237550000.0
2019,Startup_60,HealthTech,Hyderabad,Series D,274.58,274580000.0
2019,Startup_61,FinTech,Kolkata,Series C,494.55,494550000.0
2019,Startup_62,SpaceTech,Kolkata,Angel,13.97,13970000.0
2019,Startup_63,AgriTech,Chennai,Series F,631.61,631610000.0
2019,Startup_64,E-commerce,Kolkata,Seed,293.29,293290000.0
2019,Startup_65,CleanTech,Kolkata,Series D,684.25,684250000.0
2019,Startup_66,CleanTech,Gurgaon,Pre-Seed,557.61,557610000.0
2019,Startup_67,E-commerce,Pune,Series D,557.89,557890000.0
2019,Startup_68,EdTech,Noida,Series B,89.71,89710000.0
2019,Startup_69,E-commerce,Gurgaon,Series A,329.76,329760000.0
2019,Startup_70,FoodTech,Noida,Angel,72.34,72340000.0
2019,Startup_71,SpaceTech,Noida,Series C,130.1,130100000.0
2019,Startup_72,AI,Delhi,Series E,58.61,58610000.0
2019,Startup_73,Mobility,Hyderabad,Private Equity,2.56,2560000.0
2019,Startup_74,AI,Gurgaon,Seed,328.0,328000000.0
2019,Startup_75,FoodTech,Delhi,Series E,218.96,218960000.0
2019,Startup_76,AI,Bengaluru,Series D,221.85,221850000.0
2019,Startup_77,FinTech,Mumbai,Series A,780.47,780470000.0
2019,Startup_78,Mobility,Pune,Series E,462.15,462150000.0
2019,Startup_79,FoodTech,Mumbai,Seed,444.33,444330000.0
2019,Startup_80,CleanTech,Mumbai,Pre-Seed,350.39,350390000.0
2019,Startup_81,FinTech,Noida,Private Equity,431.04,431040000.0
2019,Startup_82,HealthTech,Mumbai,Series A,607.47,607470000.0
2019,Startup_83,FinTech,Gurgaon,Series D,496.49,496490000.0
2019,Startup_84,E-commerce,Noida,Pre-Seed,558.1,558100000.0
2019,Startup_85,FoodTech,Pune,Series C,133.4,133400000.0
2019,Startup_86,Mobility,Delhi,Series A,245.02,245020000.0
2019,Startup_87,HealthTech,Hyderabad,Private Equity,125.0,125000000.0
2019,Startup_88,E-commerce,Hyderabad,Series B,616.51,616510000.0
2019,Startup_89,Gaming,Gurgaon,Series B,138.1,138100000.0
2019,Startup_90,FinTech,Pune,Pre-Seed,364.38,364380000.0
2019,Startup_91,Gaming,Chennai,Series D,379.62,379620000.0
2019,Startup_92,SpaceTech,Hyderabad,Pre-Seed,708.48,708480000.0
2019,Startup_93,FinTech,Mumbai,Seed,723.1,723100000.0
2019,Startup_94,EdTech,Bengaluru,Angel,325.7,325700000.0
2019,Startup_95,E-commerce,Kolkata,Series E,767.75,767750000.0
2019,Startup_96,SaaS,Kolkata,Series A,369.57,369570000.0
2019,Startup_97,EdTech,Gurgaon,Series E,65.28,65280000.0
2019,Startup_98,FinTech,Gurgaon,Series D,382.83,382830000.0
2019,Startup_99,EdTech,Hyderabad,Pre-Seed,410.93,410930000.0
2019,Startup_100,E-commerce,Pune,Series D,629.06,629060000.0
2019,Startup_101,SaaS,Kolkata,Series A,191.43,191430000.0
2019,Startup_102,CleanTech,Chennai,Angel,58.34,58340000.0
2019,Startup_103,AI,Bengaluru,Pre-Seed,167.42,167420000.0
2019,Startup_104,AgriTech,Kolkata,Pre-Seed,67.15,67150000.0
2019,Startup_105,CleanTech,Delhi,Series C,592.13,592130000.0
2019,Startup_106,CleanTech,Kolkata,Series A,351.38,351380000.0
2019,Startup_107,AI,Noida,Series E,692.91,692910000.0
2019,Startup_108,HealthTech,Kolkata,Seed,641.11,641110000.0
2019,Startup_109,AgriTech,Chennai,Seed,612.6,612600000.0
2019,Startup_110,FoodTech,Kolkata,Series F,486.48,486480000.0
2019,Startup_111,E-commerce,Hyderabad,Series C,483.75,483750000.0
2019,Startup_112,SpaceTech,Chennai,Series B,168.11,168110000.0
2019,Startup_113,HealthTech,Bengaluru,Series F,314.43,314430000.0
2019,Startup_114,EdTech,Delhi,Series B,436.42,436420000.0
2019,Startup_115,HealthTech,Pune,Series F,189.4,189400000.0
2019,Startup_116,SaaS,Hyderabad,Series A,222.97,222970000.0
2019,Startup_117,EdTech,Pune,Series A,620.1,620100000.0
2019,Startup_118,EdTech,Noida,Private Equity,546.26,546260000.0
2019,Startup_119,SpaceTech,Bengaluru,Angel,436.93,436930000.0
2019,Startup_120,FinTech,Pune,Series B,640.95,640950000.0
2019,Startup_121,CleanTech,Kolkata,Series F,621.69,621690000.0
2019,Startup_122,HealthTech,Kolkata,Series E,115.93,115930000.0
2019,Startup_123,FoodTech,Kolkata,Private Equity,656.25,656250000.0
2019,Startup_124,AgriTech,Mumbai,Private Equity,239.13,239130000.0
2019,Startup_125,AgriTech,Mumbai,Series A,533.0,533000000.0
2019,Startup_126,FinTech,Gurgaon,Series C,104.67,104670000.0
2019,Startup_127,SpaceTech,Kolkata,Seed,629.16,629160000.0
2019,Startup_128,HealthTech,Chennai,Series F,439.85,439850000.0
2019,Startup_129,E-commerce,Gurgaon,Private Equity,751.26,751260000.0
2019,Startup_130,Gaming,Mumbai,Seed,268.82,268820000.0
2019,Startup_131,FoodTech,Delhi,Angel,393.11,393110000.0
2019,Startup_132,Gaming,Noida,Angel,128.8,128800000.00000001
2019,Startup_133,FoodTech,Pune,Private Equity,14.2,14200000.0
2019,Startup_134,E-commerce,Mumbai,Series D,631.34,631340000.0
2019,Startup_135,FoodTech,Bengaluru,Series C,416.78,416780000.0
2019,Startup_136,CleanTech,Delhi,Series A,114.92,114920000.0
2019,Startup_137,CleanTech,Pune,Series B,775.04,775040000.0
2019,Startup_138,AgriTech,Hyderabad,Series D,254.71,254710000.0
2019,Startup_139,FoodTech,Hyderabad,Angel,156.57,156570000.0
2019,Startup_140,HealthTech,Bengaluru,Series E,574.68,574680000.0
2019,Startup_141,FoodTech,Delhi,Series C,555.73,555730000.0
2019,Startup_142,SpaceTech,Hyderabad,Private Equity,459.69,459690000.0
2019,Startup_143,SaaS,Bengaluru,Private Equity,0.82,820000.0
2019,Startup_144,FinTech,Noida,Series F,668.8,668800000.0
2019,Startup_145,FoodTech,Delhi,Private Equity,271.42,271420000.0
2019,Startup_146,HealthTech,Delhi,Series E,682.28,682280000.0
2019,Startup_147,SpaceTech,Pune,Series D,643.23,643230000.0
2019,Startup_148,FinTech,Noida,Series B,639.87,639870000.0
2019,Startup_149,Mobility,Bengaluru,Angel,412.39,412390000.0
2019,Startup_150,AgriTech,Kolkata,Series A,568.62,568620000.0
2019,Startup_151,SpaceTech,Bengaluru,Angel,233.02,233020000.0
2019,Startup_152,AI,Noida,Series E,313.83,313830000.0
2019,Startup_153,HealthTech,Bengaluru,Series A,401.45,401450000.0
2019,Startup_154,Mobility,Hyderabad,Seed,129.52,129520000.00000001
2019,Startup_155,HealthTech,Mumbai,Series C,588.57,588570000.0
2019,Startup_156,Gaming,Pune,Series F,375.08,375080000.0
2019,Startup_157,CleanTech,Hyderabad,Series F,289.78,289780000.0
2019,Startup_158,FinTech,Chennai,Angel,68.92,68920000.0
2019,Startup_159,FoodTech,Bengaluru,Pre-Seed,198.1,198100000.0
2019,Startup_160,Mobility,Chennai,Angel,303.34,303340000.0
2019,Startup_161,CleanTech,Chennai,Private Equity,699.74,699740000.0
2019,Startup_162,SpaceTech,Chennai,Series D,48.36,48360000.0
2019,Startup_163,CleanTech,Chennai,Series A,743.47,743470000.0
2019,Startup_164,SaaS,Hyderabad,Series C,739.2,739200000.0
2019,Startup_165,AgriTech,Kolkata,Seed,68.91,68910000.0
2019,Startup_166,FoodTech,Mumbai,Series F,144.43,144430000.0
2019,Startup_167,Gaming,Hyderabad,Series C,725.46,725460000.0
2019,Startup_168,HealthTech,Gurgaon,Series C,629.0,629000000.0
2019,Startup_169,FinTech,Hyderabad,Series A,690.86,690860000.0
2019,Startup_170,SaaS,Pune,Series B,29.28,29280000.0
2019,Startup_171,Gaming,Mumbai,Series E,155.55,155550000.0
2019,Startup_172,HealthTech,Kolkata,Series C,80.4,80400000.0
2019,Startup_173,SaaS,Hyderabad,Series D,4.89,4890000.0
2019,Startup_174,Mobility,Gurgaon,Series E,149.09,149090000.0
2019,Startup_175,CleanTech,Gurgaon,Series E,716.96,716960000.0
2019,Startup_176,E-commerce,Bengaluru,Series A,376.64,376640000.0
2019,Startup_177,HealthTech,Hyderabad,Series C,15.21,15210000.0
2019,Startup_178,Mobility,Hyderabad,Series C,566.92,566920000.0
2019,Startup_179,SpaceTech,Mumbai,Series F,367.95,367950000.0
2019,Startup_180,HealthTech,Kolkata,Series D,782.12,782120000.0
2019,Startup_181,FinTech,Mumbai,Private Equity,47.34,47340000.0
2019,Startup_182,AgriTech,Gurgaon,Series F,781.88,781880000.0
2019,Startup_183,EdTech,Delhi,Series D,200.15,200150000.0
2019,Startup_184,FoodTech,Bengaluru,Series B,665.09,665090000.0
2019,Startup_185,SpaceTech,Noida,Private Equity,198.29,198290000.0
2019,Startup_186,HealthTech,Kolkata,Angel,643.53,643530000.0
2019,Startup_187,HealthTech,Bengaluru,Angel,632.45,632450000.0
2019,Startup_188,AgriTech,Chennai,Series A,395.59,395590000.0
2019,Startup_189,CleanTech,Pune,Series A,72.47,72470000.0
2019,Startup_190,HealthTech,Kolkata,Private Equity,501.16,501160000.0
2019,Startup_191,Mobility,Hyderabad,Series A,257.89,257890000.0
2019,Startup_192,AI,Mumbai,Series C,525.87,525870000.0
2019,Startup_193,CleanTech,Mumbai,Series E,303.61,303610000.0
2019,Startup_194,AI,Kolkata,Series C,264.27,264269999.99999997
2019,Startup_195,AgriTech,Mumbai,Series B,428.77,428770000.0
2019,Startup_196,Mobility,Kolkata,Series D,645.61,645610000.0
2019,Startup_197,FinTech,Gurgaon,Pre-Seed,720.52,720520000.0
2019,Startup_198,AI,Delhi,Seed,144.8,144800000.0
2019,Startup_199,AgriTech,Pune,Series E,159.27,159270000.0
2019,Startup_200,Mobility,Mumbai,Angel,464.12,464120000.0
2019,Startup_201,EdTech,Bengaluru,Private Equity,198.32,198320000.0
2019,Startup_202,SaaS,Gurgaon,Series B,646.24,646240000.0
2019,Startup_203,HealthTech,Delhi,Series B,717.21,717210000.0
2019,Startup_204,SpaceTech,Pune,Series C,271.44,271440000.0
2019,Startup_205,SaaS,Bengaluru,Seed,613.39,613390000.0
2019,Startup_206,AI,Chennai,Series F,465.52,465520000.0
2019,Startup_207,SaaS,Delhi,Series A,132.98,132979999.99999999
2019,Startup_208,SaaS,Delhi,Series F,245.68,245680000.0
2019,Startup_209,AI,Bengaluru,Series C,779.99,779990000.0
2019,Startup_210,HealthTech,Bengaluru,Seed,378.02,378020000.0
2019,Startup_211,SpaceTech,Pune,Pre-Seed,405.78,405780000.0
2019,Startup_212,AI,Noida,Series B,754.59,754590000.0
2019,Startup_213,Mobility,Gurgaon,Series A,492.81,492810000.0
2019,Startup_214,AI,Gurgaon,Series A,188.33,188330000.0
2019,Startup_215,SaaS,Noida,Series A,386.81,386810000.0
2019,Startup_216,CleanTech,Mumbai,Series D,720.17,720170000.0
2019,Startup_217,AgriTech,Noida,Private Equity,346.86,346860000.0
2019,Startup_218,SaaS,Gurgaon,Series C,315.67,315670000.0
2019,Startup_219,SaaS,Chennai,Seed,593.24,593240000.0
2019,Startup_220,FoodTech,Mumbai,Pre-Seed,378.13,378130000.0
2020,Startup_1,EdTech,Mumbai,Angel,772.3,772300000.0
2020,Startup_2,FoodTech,Mumbai,Series E,245.11,245110000.0
2020,Startup_3,E-commerce,Noida,Series C,772.04,772040000.0
2020,Startup_4,AgriTech,Bengaluru,Pre-Seed,263.92,263920000.00000003
2020,Startup_5,Gaming,Chennai,Series C,249.91,249910000.0
2020,Startup_6,FoodTech,Delhi,Series C,367.9,367900000.0
2020,Startup_7,EdTech,Bengaluru,Series C,373.74,373740000.0
2020,Startup_8,FoodTech,Bengaluru,Private Equity,656.0,656000000.0
2020,Startup_9,FoodTech,Kolkata,Series F,470.97,470970000.0
2020,Startup_10,HealthTech,Gurgaon,Seed,555.41,555410000.0
2020,Startup_11,CleanTech,Noida,Series B,253.84,253840000.0
2020,Startup_12,Gaming,Chennai,Seed,713.26,713260000.0
2020,Startup_13,E-commerce,Kolkata,Private Equity,470.75,470750000.0
2020,Startup_14,E-commerce,Pune,Series B,117.69,117690000.0
2020,Startup_15,Mobility,Chennai,Angel,383.02,383020000.0
2020,Startup_16,SaaS,Pune,Seed,143.4,143400000.0
2020,Startup_17,CleanTech,Chennai,Series E,498.75,498750000.0
2020,Startup_18,SpaceTech,Noida,Series F,72.63,72630000.0
2020,Startup_19,EdTech,Pune,Series C,321.47,321470000.0
2020,Startup_20,FoodTech,Delhi,Series D,682.13,682130000.0
2020,Startup_21,SpaceTech,Hyderabad,Private Equity,370.79,370790000.0
2020,Startup_22,CleanTech,Hyderabad,Private Equity,125.66,125660000.0
2020,Startup_23,FoodTech,Chennai,Pre-Seed,461.86,461860000.0
2020,Startup_24,AgriTech,Mumbai,Seed,349.29,349290000.0
2020,Startup_25,AI,Bengaluru,Angel,44.25,44250000.0
2020,Startup_26,FoodTech,Pune,Series F,497.25,497250000.0
2020,Startup_27,FoodTech,Noida,Series A,87.93,87930000.0
2020,Startup_28,AI,Mumbai,Series F,522.79,522789999.99999994
2020,Startup_29,Mobility,Mumbai,Series D,157.21,157210000.0
2020,Startup_30,E-commerce,Chennai,Series E,444.19,444190000.0
2020,Startup_31,Mobility,Noida,Series D,215.7,215700000.0
2020,Startup_32,Mobility,Noida,Series B,619.67,619670000.0
2020,Startup_33,HealthTech,Kolkata,Series B,590.23,590230000.0
2020,Startup_34,E-commerce,Pune,Series F,252.07,252070000.0
2020,Startup_35,E-commerce,Hyderabad,Private Equity,780.42,780420000.0
2020,Startup_36,FoodTech,Hyderabad,Series E,114.33,114330000.0
2020,Startup_37,FoodTech,Gurgaon,Series C,327.01,327010000.0
2020,Startup_38,Gaming,Hyderabad,Series F,100.6,100600000.0
2020,Startup_39,AgriTech,Chennai,Series B,616.7,616700000.0
2020,Startup_40,SaaS,Gurgaon,Private Equity,752.9,752900000.0
2020,Startup_41,FinTech,Gurgaon,Series A,238.15,238150000.0
2020,Startup_42,AgriTech,Noida,Series A,331.05,331050000.0
2020,Startup_43,Mobility,Chennai,Series E,472.0,472000000.0
2020,Startup_44,HealthTech,Noida,Series B,348.48,348480000.0
2020,Startup_45,SaaS,Hyderabad,Series C,34.61,34610000.0
2020,Startup_46,SaaS,Gurgaon,Series F,139.31,139310000.0
2020,Startup_47,FoodTech,Mumbai,Series C,562.0,562000000.0
2020,Startup_48,E-commerce,Noida,Series E,654.41,654410000.0
2020,Startup_49,CleanTech,Bengaluru,Seed,747.71,747710000.0
2020,Startup_50,SpaceTech,Bengaluru,Seed,143.8,143800000.0
2020,Startup_51,SaaS,Noida,Pre-Seed,200.28,200280000.0
2020,Startup_52,E-commerce,Bengaluru,Series E,442.69,442690000.0
2020,Startup_53,SaaS,Noida,Series D,765.49,765490000.0
2020,Startup_54,SaaS,Pune,Series A,624.58,624580000.0
2020,Startup_55,HealthTech,Noida,Series C,375.87,375870000.0
2020,Startup_56,FoodTech,Noida,Series F,411.42,411420000.0
2020,Startup_57,FinTech,Pune,Private Equity,530.78,530780000.0
2020,Startup_58,E-commerce,Kolkata,Seed,627.69,627690000.0
2020,Startup_59,SpaceTech,Gurgaon,Series E,419.21,419210000.0
2020,Startup_60,Gaming,Delhi,Private Equity,329.15,329150000.0
2020,Startup_61,FoodTech,Gurgaon,Series D,462.22,462220000.0
2020,Startup_62,SpaceTech,Pune,Pre-Seed,277.72,277720000.0
2020,Startup_63,FoodTech,Bengaluru,Series F,49.33,49330000.0
2020,Startup_64,AgriTech,Kolkata,Series F,486.49,486490000.0
2020,Startup_65,E-commerce,Kolkata,Series C,307.07,307070000.0
2020,Startup_66,Mobility,Delhi,Series E,394.17,394170000.0
2020,Startup_67,AgriTech,Noida,Angel,166.22,166220000.0
2020,Startup_68,CleanTech,Hyderabad,Series B,739.08,739080000.0
2020,Startup_69,E-commerce,Chennai,Series D,636.11,636110000.0
2020,Startup_70,AI,Hyderabad,Series B,780.8,780800000.0
2020,Startup_71,AgriTech,Hyderabad,Seed,154.03,154030000.0
2020,Startup_72,FoodTech,Mumbai,Angel,98.58,98580000.0
2020,Startup_73,AgriTech,Pune,Pre-Seed,733.44,733440000.0
2020,Startup_74,SaaS,Hyderabad,Pre-Seed,479.5,479500000.0
2020,Startup_75,FoodTech,Chennai,Series B,450.81,450810000.0
2020,Startup_76,FoodTech,Pune,Seed,277.39,277390000.0
2020,Startup_77,HealthTech,Pune,Angel,589.19,589190000.0
2020,Startup_78,CleanTech,Delhi,Series D,256.97,256970000.00000003
2020,Startup_79,CleanTech,Delhi,Private Equity,471.2,471200000.0
2020,Startup_80,EdTech,Pune,Series D,99.47,99470000.0
2020,Startup_81,Gaming,Bengaluru,Series D,42.35,42350000.0
2020,Startup_82,HealthTech,Mumbai,Series B,704.62,704620000.0
2020,Startup_83,AgriTech,Pune,Series A,177.93,177930000.0
2020,Startup_84,FoodTech,Kolkata,Pre-Seed,89.59,89590000.0
2020,Startup_85,AgriTech,Mumbai,Series E,758.03,758030000.0
2020,Startup_86,HealthTech,Delhi,Angel,742.83,742830000.0
2020,Startup_87,E-commerce,Noida,Pre-Seed,200.67,200670000.0
2020,Startup_88,AI,Noida,Series A,181.99,181990000.0
2020,Startup_89,EdTech,Pune,Series C,495.56,495560000.0
2020,Startup_90,Mobility,Bengaluru,Series B,681.54,681540000.0
2020,Startup_91,HealthTech,Noida,Series D,176.21,176210000.0
2020,Startup_92,HealthTech,Noida,Series B,712.62,712620000.0
2020,Startup_93,AI,Mumbai,Series B,556.76,556760000.0
2020,Startup_94,Gaming,Bengaluru,Seed,759.43,759430000.0
2020,Startup_95,E-commerce,Chennai,Series B,774.8,774800000.0
2020,Startup_96,HealthTech,Hyderabad,Series A,514.76,514760000.0
2020,Startup_97,AgriTech,Bengaluru,Series D,371.36,371360000.0
2020,Startup_98,SpaceTech,Mumbai,Series C,344.49,344490000.0
2020,Startup_99,CleanTech,Delhi,Pre-Seed,137.12,137120000.0
2020,Startup_100,AgriTech,Noida,Series E,361.05,361050000.0
2020,Startup_101,FoodTech,Noida,Series E,669.63,669630000.0
2020,Startup_102,CleanTech,Pune,Angel,760.12,760120000.0
